aDPS,rDPS,nDPS,Class
7951.263271,7244.994257,7244.994257,DRK
7744.903537,7244.914848,7244.914848,DRK
7880.199576,7244.258194,7244.258194,DRK
8121.008876,7242.95974,7242.95974,DRK
7487.552882,7241.352354,7241.352354,PLD
7787.176346,7241.118567,7241.118567,DRK
7781.699491,7240.547677,7240.547677,WAR
7424.333799,7239.965337,7239.965337,PLD
7791.529689,7239.463065,7239.463065,DRK
7863.25596,7238.156408,7238.156408,DRK
7613.627495,7237.260409,7237.260409,DRK
7348.353729,7236.436091,7236.436091,PLD
7524.394007,7235.929835,7235.929835,PLD
7985.575421,7235.596897,7235.596897,DRK
7935.436607,7234.733825,7234.733825,DRK
7644.006991,7234.388514,7234.388514,PLD
8298.282097,7234.248034,7234.248034,DRK
7675.585974,7233.833989,7233.833989,DRK
8080.041205,7233.656934,7233.656934,DRK
7517.656871,7233.039558,7233.039558,PLD
7446.025304,7232.082077,7232.082077,DRK
7708.189636,7230.052588,7230.052588,DRK
7624.365333,7229.499662,7229.499662,PLD
7525.299524,7229.354592,7229.354592,PLD
7630.954337,7229.307747,7229.307747,PLD
7918.692647,7227.664493,7227.664493,DRK
7969.570652,7227.433785,7227.433785,DRK
7540.087396,7227.343256,7227.343256,PLD
7590.725255,7227.163664,7227.163664,DRK
8188.219436,7225.763635,7225.763635,DRK
7491.750938,7225.196733,7225.196733,PLD
7778.146831,7224.792193,7224.792193,DRK
7794.843304,7224.684094,7224.684094,WAR
7563.510133,7223.268132,7223.268132,PLD
7582.594149,7219.517129,7219.517129,DRK
8139.850548,7219.339752,7219.339752,DRK
7512.940736,7219.021782,7219.021782,PLD
7511.326754,7217.856491,7217.856491,WAR
7633.426494,7217.018041,7217.018041,PLD
7551.171742,7214.907141,7214.907141,WAR
7440.419783,7214.702268,7214.702268,PLD
7994.85586,7213.650424,7213.650424,DRK
7689.903861,7213.403709,7213.403709,DRK
