aDPS,rDPS,nDPS,Class
11723.70397,11220.61107,11220.61107,BLM
11561.31202,11214.42254,11214.42254,BLM
11463.07222,11195.48124,11195.48124,BLM
11357.47586,11174.68585,11174.68585,BLM
11584.95123,11165.3329,11165.3329,BLM
11772.18358,11155.84814,11155.84814,BLM
11637.195,11148.45748,11148.45748,BLM
11534.1391,11144.98906,11144.98906,BLM
11433.49595,11130.18984,11130.18984,BLM
11464.14624,11115.25692,11115.25692,BLM
11531.01657,11078.94442,11078.94442,BLM
11568.05639,11072.38166,11072.38166,BLM
11722.60419,11063.87258,11063.87258,BLM
11372.5285,11059.8703,11059.8703,BLM
11543.82441,11059.3656,11059.3656,BLM
11668.88478,11049.90621,11049.90621,BLM
11260.51546,11049.70177,11049.70177,BLM
11243.86932,11044.05206,11044.05206,BLM
11659.48519,11031.03295,11031.03295,BLM
11460.57535,11016.89285,11016.89285,BLM
11239.3109,10975.26084,10975.26084,BLM
11317.1636,10973.53891,10973.53891,BLM
11211.41597,10970.01549,10970.01549,BLM
