aDPS,rDPS,nDPS,Class
9227.938413,10643.08888,8639.206733,BRD
9159.878608,10634.87896,8757.90798,BRD
9075.088509,10632.98319,8719.362098,BRD
8973.655292,10630.06159,8583.355058,BRD
9115.718772,10624.89688,8717.713469,BRD
9282.036297,10622.09258,8752.299625,BRD
9302.409869,10617.9881,8582.330678,BRD
9244.126436,10615.49791,8733.028958,BRD
9002.072462,10603.09468,8619.875922,BRD
9005.120445,10596.85752,8769.38753,BRD
9510.683708,10589.4661,8819.282427,BRD
9102.922048,10588.19018,8640.503042,BRD
9023.966438,10577.3413,8635.816473,BRD
9245.673962,10573.95372,8623.414283,BRD
9004.783272,10573.31487,8615.22974,BRD
9307.260336,10573.05645,8624.477392,BRD
8873.892914,10569.9847,8628.55599,BRD
8930.585618,10568.92114,8594.062346,BRD
9084.117237,10565.6512,8396.299437,BRD
9177.168698,10563.65085,8564.349265,BRD
8848.33904,10563.38803,8623.230403,BRD
9452.05659,10562.7932,8843.483627,BRD
8936.698617,10562.21595,8685.878681,BRD
9284.21791,10561.84967,8656.851843,BRD
9282.83628,10560.07944,8718.7834,BRD
9373.182952,10549.38276,8833.029784,BRD
9322.381923,10548.8991,8641.424972,BRD
8947.471738,10547.72984,8674.622005,BRD
9372.017069,10545.41115,8874.387245,BRD
9169.84218,10544.86895,8635.905268,BRD
9252.882395,10542.89099,8748.13008,BRD
9318.664953,10541.18389,8727.297266,BRD
9404.502968,10539.88776,8728.096793,BRD
9308.14199,10539.41909,8670.998123,BRD
9494.173946,10539.09597,8729.946743,BRD
8979.402337,10532.33911,8692.645316,BRD
9351.919735,10527.12681,8661.17757,BRD
8820.389181,10524.21583,8721.716888,BRD
9170.691965,10522.89924,8684.703467,BRD
8976.615943,10517.45441,8686.628329,BRD
9191.870016,10517.1452,8854.844421,BRD
8872.647371,10516.98953,8618.617851,BRD
9156.743626,10516.92109,8664.384555,BRD
8899.549366,10516.02875,8612.897947,BRD
8747.565905,10513.30629,8517.037079,BRD
9049.800319,10513.06204,8625.103951,BRD
9362.337023,10512.82622,8710.798155,BRD
9124.756116,10510.0323,8634.977514,BRD
9126.976328,10509.04936,8612.049528,BRD
9328.959151,10506.80007,8705.513086,BRD
8897.630711,10503.75763,8521.540577,BRD
9133.378048,10500.1086,8745.331617,BRD
9164.440765,10497.50997,8620.003743,BRD
9009.600659,10497.2468,8615.088658,BRD
9308.238282,10497.03126,8580.509383,BRD
8972.21951,10496.34221,8681.425054,BRD
9040.986881,10487.24321,8711.76951,BRD
9064.098328,10486.64293,8643.283744,BRD
9125.936257,10486.22508,8650.022244,BRD
8767.429111,10483.78554,8283.534016,BRD
8782.37222,10483.12724,8655.69069,BRD
9201.953787,10482.89383,8683.083185,BRD
9042.181398,10481.38829,8675.956744,BRD
8993.705276,10480.98044,8583.557681,BRD
9012.615713,10477.09874,8733.532315,BRD
9027.82848,10475.32633,8639.538359,BRD
9165.412396,10475.04418,8735.504536,BRD
9072.487923,10473.41227,8626.047933,BRD
8961.769533,10473.00709,8516.733544,BRD
